applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed,credit_score,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history,total_credit_limit,monthly_expenses,estimated_debt,DTI,approved,approved_amount,interest_rate,monthly_income
A02120,54419.95136827871,581.9409749660283,8328.430928668375,10071.90336705974,69.0,ON,Full-time,155.0,743.0,37.94621215395126,11.0,1.0,Late 30-60,64920.28901535212,288.34569570457825,615.8697650180958,29.744002114848318,0,10071.90336705974,7.793557151367594,4534.995947356559
A02121,60278.62382840229,816.2730310096144,192.31703456760172,12042.758840695866,23.0,ON,Part-time,116.0,605.0,26.39600495420504,10.0,5.0,On Time,195053.26794859735,9431.8810644797,1287.1567567762647,45.47027172150072,1,10000.0,12.543087898030656,5023.218652366858
A02122,88636.77728262093,1302.9311476235837,1122.0136676564284,30000.0,92.0,ON,Part-time,449.0,900.0,21.1273606590254,12.0,7.0,Late 30-60,132982.34176571504,358.34418736629624,702.3914739415095,33.241135747563014,0,22159.19432065523,9.531963268105244,7386.398106885077
A02123,59300.30985202578,803.0250292461824,9905.652127567348,23968.801961286288,50.0,ON,Full-time,600.0,705.0,28.572566733458103,2.0,6.0,Late 30-60,32446.0287212922,5758.65519089725,231.76658021870495,28.215507993738754,0,15000.0,7.742311838566967,4941.6924876688145
A02124,52499.27218789286,726.217965616035,2803.941785903505,25470.38435938222,30.0,ON,Part-time,328.0,743.0,38.04269756341731,17.0,3.0,On Time,54611.88625463584,8134.805601420787,519.3958680382146,37.20439231735518,0,13124.818046973214,5.811799129826524,4374.939348991072
A02125,60278.62382840229,816.2730310096144,9755.431937239531,7279.594243593501,70.0,ON,Full-time,363.0,685.0,1.5555759289612514,14.0,0.0,On Time,53705.93123419169,51.425436649512605,20.885913467589205,18.83957127140385,1,7279.594243593501,9.256034646243988,5023.218652366858
A02126,78712.68141603972,1065.9008941755378,1825.315510086739,30000.0,31.0,BC,Full-time,418.0,569.0,52.17459177334885,9.0,2.0,Late 30-60,65877.20550291002,3822.837108069016,859.2790760708353,36.21037821378098,0,0.0,0.0,6559.39011800331
A02127,33176.38452598112,425.9755074505955,3610.944430073356,30000.0,72.0,ON,Full-time,21.0,758.0,27.86860620926262,19.0,4.0,On Time,25533.83593630712,3047.08059801798,177.89810468021543,38.11893166256861,1,0.0,0.0,2764.698710498427
A02128,120905.11603889991,2270.831376828165,7528.694445035706,7633.720122163345,72.0,ON,Part-time,260.0,706.0,22.634204126622564,3.0,5.0,On Time,167821.33696775962,2084.5185630487163,949.6255994327453,33.099966856856966,0,7633.720122163345,5.105508147907527,10075.426336574992
A02129,85621.41085984078,1159.4566053936771,6577.784072381784,19325.968984254203,59.0,BC,Full-time,59.0,768.0,41.31937193788373,4.0,2.0,On Time,165476.19341155174,1653.6649262650094,1709.343095609273,44.269617200362546,0,0.0,0.0,7135.117571653398
A02130,85741.55385454932,1075.5749222499296,4657.788394233836,30000.0,66.0,ON,Full-time,412.0,613.0,53.82713093790028,11.0,1.0,Late 30-60,92357.02643855623,3769.1779032993313,1242.8284387858212,38.74532107125601,0,0.0,0.0,7145.12948787911
A02131,74550.93554962329,1163.9602395763557,5298.991758050076,28849.39725334441,69.0,ON,Part-time,162.0,677.0,18.799431857881824,20.0,2.0,On Time,42766.51397767376,1440.1993632215938,200.99654133060713,28.936421411004755,0,10000.0,9.190407577574202,6212.577962468607
A02132,60464.29647130194,1028.0751751680623,8434.404436647403,6323.790177513593,65.0,ON,Full-time,113.0,706.0,44.2220645079216,18.0,4.0,On Time,95434.89379358116,1951.822606417968,1055.0820074115982,43.225787693260166,0,0.0,0.0,5038.691372608495
A02133,83820.3098415671,1110.522901763146,2349.4856283339277,19266.075243675048,45.2,ON,Unemployed,353.0,741.8,6.457657204662698,15.0,2.0,On Time,109578.83603000226,5471.026911977326,176.90563999192415,22.56855895746314,1,15000.0,5.963670799331287,6985.0258201305915
A02134,80491.51602595329,691.2408016329777,4424.709269935184,12892.025524330997,94.0,ON,Full-time,195.0,651.0,58.98158244691205,16.0,7.0,Late 30-60,127616.6360616736,2396.5449768609747,1881.7577853672929,41.24229394272943,0,0.0,0.0,6707.6263354961075
A02135,50160.32449725952,602.0319428152363,1554.522921564573,26355.81212903259,64.0,ON,Full-time,44.0,706.0,27.916651665341043,7.0,6.0,On Time,73828.78692764405,772.0745905785353,515.2631318834308,36.187140457198545,1,0.0,0.0,4180.027041438293
A02136,44945.19391760067,585.738414967747,5959.415957307044,30000.0,56.0,BC,Part-time,178.0,822.0,72.93110573889574,1.0,8.0,On Time,83515.09057536501,8648.967558373803,1522.7119753863503,68.30853759477587,0,0.0,0.0,3745.4328264667224
A02137,63002.40300803912,990.8174776785628,2505.4442427132017,22377.08960541657,31.0,ON,Full-time,492.0,725.0,22.52870213665808,15.0,2.0,Late<30,44773.305935081466,4333.731375339101,252.17111827122895,30.068280535196823,0,15000.0,10.527910924367829,5250.200250669926
A02138,129898.68452090942,1452.9221520770486,3338.420643433858,22233.759488047832,94.0,ON,Part-time,324.0,797.0,24.456404530894076,14.0,7.0,On Time,97910.1940160098,8300.441869210841,598.6328281384651,22.033122641690632,1,22233.759488047832,7.334813499870012,10824.89037674245
A02139,32223.344784944376,436.35779396278843,4712.507166235281,30000.0,40.0,ON,Unemployed,369.0,663.0,19.37838407269476,10.0,8.0,On Time,32621.426702907364,517.6062358227196,158.0376339120499,38.89337130623913,1,0.0,0.0,2685.278732078698
A02140,28745.52457419984,465.8460255843822,267.70585703127847,29233.08521285635,20.0,ON,Full-time,567.0,685.0,28.2601114703424,4.0,10.0,Late 30-60,35560.606215712534,6369.595162684237,251.2366739022468,48.240371110151116,0,0.0,0.0,2395.46038118332
A02141,73846.8477544046,634.1180048377347,919.3793592083764,28743.363282472936,95.0,BC,Full-time,346.0,677.0,13.335601688164072,1.0,7.0,On Time,122786.29756503132,8185.159887677473,409.35728927291194,23.962443162128665,1,15000.0,4.4441040332768456,6153.903979533717
A02142,61417.1168245099,1177.256040510802,6859.292207082196,13833.58470189408,31.0,ON,Full-time,0.0,635.0,64.79155287736866,6.0,4.0,On Time,114263.25045671214,6963.59202765217,1850.8233584765212,63.21852936394111,0,0.0,0.0,5118.093068709159
A02143,65295.005845907086,1255.466772851226,4289.699807175072,30000.0,75.0,ON,Part-time,356.0,705.0,33.943870816883894,6.0,5.0,On Time,118040.8456098196,8431.22510472348,1001.6908036238633,49.75248948497859,1,0.0,0.0,5441.2504871589235
A02144,67641.47429356558,915.9782977253673,8647.902219998954,29219.612903452424,52.0,BC,Full-time,166.0,836.0,18.594923603037092,0.0,9.0,On Time,56398.811969739945,1122.2834994034192,262.182899969842,28.676880416264282,1,0.0,0.0,5636.789524463798
A02145,53551.488539687125,448.9586071275484,6946.720036441994,20445.722046751333,37.0,ON,Full-time,353.0,854.0,60.76062063420808,16.0,8.0,Late 30-60,85388.62849790222,1713.3469780057287,1297.0665156590915,45.99784639711685,1,0.0,0.0,4462.624044973927
A02146,126112.76163129734,1572.0637793112005,81.00941647322446,30000.0,27.0,BC,Part-time,114.0,817.0,4.974144255563696,15.0,1.0,Late>60,135601.18518072454,1592.453898141324,168.6249640785825,20.845047385080377,1,0.0,0.0,10509.396802608111
A02147,26891.02887138653,364.14934930002596,6167.123307671348,30000.0,51.0,BC,Full-time,407.0,710.0,43.862039785967816,16.0,8.0,Late<30,51006.21491926741,6345.838552609367,559.3091570301331,61.28996460042142,0,0.0,0.0,2240.9190726155443
A02148,39567.03051075385,535.8035381664585,937.2486605971642,30000.0,45.0,BC,Full-time,591.0,608.0,5.534425611144573,10.0,0.0,On Time,32516.334230837623,9973.064549380448,44.98980823692118,31.262189750324236,0,0.0,0.0,3297.252542562821
A02149,56861.43486431098,1156.7382530217676,7809.3317979049425,27329.933832237024,63.0,BC,Unemployed,322.0,900.0,20.5993898579554,13.0,10.0,On Time,40478.912289914726,4151.297852804516,208.46022382148396,37.46259633221412,0,0.0,0.0,4738.452905359248
A02150,60278.62382840229,555.4265561824062,9915.07688278502,23640.93029283688,20.0,ON,Full-time,540.0,628.0,57.492653705889765,12.0,9.0,On Time,46432.278764528535,9135.707371051863,667.3787309460945,31.402559806505735,1,0.0,0.0,5023.218652366858
A02151,54834.388186816825,540.5601020166819,5311.987942415115,10059.972365936768,97.0,ON,Full-time,41.0,832.0,31.034078326087997,2.0,5.0,On Time,86383.97814065791,8924.456636472216,670.2117859340628,29.798924035785994,1,10059.972365936768,8.271167393829057,4569.532348901402
A02152,137411.4629486003,2321.969361751841,6827.795001941304,15981.13622671656,75.0,ON,Full-time,459.0,716.0,20.626564024555638,8.8,0.0,On Time,100890.47074679207,8119.427784008591,520.255938581566,26.91428162630342,1,15000.0,7.690007356027442,11450.955245716692
A02153,60502.69836798072,737.7124175517233,2373.141608947516,30000.0,75.0,BC,Part-time,118.0,576.0,47.1092318867962,7.0,0.0,On Time,44585.35089985056,4797.91920053119,525.0954085738094,33.971532622392644,1,0.0,0.0,5041.891530665061
A02154,67194.75365539572,762.9046437704606,4375.977437537936,23233.69874294002,34.0,ON,Full-time,573.0,531.0,20.05493889732061,11.0,2.0,Late<30,122777.51686182882,3181.973310892898,615.573899657182,30.841408246158213,1,0.0,0.0,5599.56280461631
A02155,31885.850022842616,431.7875523926605,8560.953322363837,30000.0,97.0,BC,Full-time,449.0,819.0,31.828890970001893,10.0,10.0,On Time,48352.67660813489,560.1012732735022,384.7530179670216,47.66530242545888,1,0.0,0.0,2657.154168570218
A02156,60278.62382840229,465.6361381142282,1674.2294774625122,8247.64568093091,24.0,BC,Full-time,440.0,622.0,12.174140513589016,11.0,3.0,On Time,64994.84802585412,4789.793325808877,197.81410313152793,15.670528816993079,1,8247.64568093091,10.717278578602023,5023.218652366858
A02157,49632.53324221168,801.2772428890975,2655.356056137621,25909.007704668187,32.0,ON,Full-time,188.0,554.0,20.11275731330347,14.0,3.0,On Time,68188.93604849129,8736.197020958225,342.86688054891897,37.05906119749135,0,6204.06665527646,11.854242376726138,4136.044436850973
A02158,51079.70074744038,691.7042809549218,4454.336752860302,30000.0,45.0,ON,Full-time,284.0,653.0,29.0912151448559,20.0,9.0,On Time,84144.34336284696,4810.372564168692,611.9652989978023,41.19843039700505,0,0.0,0.0,4256.641728953365
A02159,113643.52988751816,1299.006261740967,7122.48891844014,26325.57435908837,56.0,ON,Full-time,103.0,679.0,44.40178665339933,3.0,9.0,On Time,127668.5587037496,16.284314757493146,1417.1780264777194,32.85080539139477,0,15000.0,10.241755903699476,9470.29415729318
A02160,79129.85612274599,1071.5501349955186,3758.8395479567375,30000.0,37.0,BC,Full-time,568.0,717.0,37.05892065515518,9.0,4.0,On Time,55330.11718247607,7954.090874257728,512.6186056264546,30.848059232660457,1,0.0,0.0,6594.154676895499
A02161,34347.0365431516,465.1161198551779,9277.322797830038,30000.0,55.0,BC,Full-time,456.0,711.0,44.32283131958864,15.0,5.0,Late<30,44956.7433854467,1290.155867652628,498.1525384377966,49.376090651107916,0,0.0,0.0,2862.253045262633
A02162,67727.82569918867,1191.5775776233877,944.5705126871916,6675.8982587271175,22.0,ON,Part-time,310.0,606.0,43.7760771485374,8.0,3.0,On Time,109864.89135155878,1645.4009999362206,1202.363489930379,44.1900418155231,1,0.0,0.0,5643.9854749323895
A02163,76811.59422773188,857.9122038858035,4705.685114309826,7367.790299769129,76.0,BC,Part-time,383.0,680.0,28.47134712043788,16.0,6.0,Late 30-60,56108.65582186319,2337.7427537564954,399.3722540913611,21.36866955400137,1,7367.790299769129,6.16840128381647,6400.966185644324
A02164,105881.36193468592,1440.171616945605,7089.541234284219,7385.881564445933,27.0,ON,Full-time,164.0,851.0,71.68787784622916,12.0,1.0,Late 30-60,88520.10104963045,1943.1061834478855,1586.4545477454421,35.557695868246405,0,0.0,0.0,8823.446827890493
A02165,131962.14013693685,2033.3008790209103,2259.8676566149247,30000.0,58.0,ON,Full-time,406.0,574.0,24.008255231066848,7.0,7.0,On Time,203857.5465547688,7166.56234153837,1223.5660021164954,33.70845799218591,0,0.0,0.0,10996.845011411404
A02166,36042.457736589495,486.1672358604888,6564.13134229673,19261.128679296056,33.0,ON,Full-time,580.0,727.0,23.617619840045077,7.0,3.0,On Time,32599.552462044503,9406.835915516416,192.48095925104315,32.21417803543588,1,0.0,0.0,3003.538144715791
A02167,39917.545553117576,519.3509386684195,1642.1695822734594,30000.0,22.0,ON,Full-time,475.0,574.0,35.65832434584205,2.0,5.0,On Time,30134.205842261257,1170.7744581862,268.63382145693004,37.216258954939555,0,0.0,0.0,3326.462129426465
A02168,31927.11955967695,432.3464107039587,559.8028486168638,20868.10217146196,70.0,ON,Part-time,57.0,638.0,36.25678211276313,20.0,9.0,Late>60,58557.15056117204,3900.068369669976,530.77346226017,47.96454261340087,1,0.0,0.0,2660.593296639746
A02169,60278.62382840229,579.998720129684,1210.1571674864886,30000.0,36.0,BC,Full-time,415.0,793.0,27.89207359039229,12.0,0.0,On Time,39485.87308975885,6014.2556303278125,275.3357195001111,25.986016734802952,1,14647.220787797727,9.402770710147824,5023.218652366858
A02170,75597.55249381815,1553.9428553552325,9299.847831341349,30000.0,71.0,BC,Full-time,596.0,476.0,21.24342545333291,16.0,1.0,On Time,76823.96165221569,4726.329812860189,408.0010255971376,38.28606299627918,0,0.0,0.0,6299.796041151512
A02171,98092.60478865738,818.1091459022439,5517.508829395513,27862.57962209111,77.0,ON,Full-time,250.0,889.0,39.854438797880704,6.4,3.0,Late<30,112085.0674219377,3491.236795374081,1116.771864930987,28.78283895386974,0,0.0,0.0,8174.383732388115
A02172,57643.02260933191,1053.1213732719834,7963.45775479649,27435.675932050297,72.0,BC,Part-time,600.0,550.0,43.1839883123883,1.0,9.0,On Time,69990.73323655724,2235.655580638505,755.6197515157438,46.221231918723944,1,0.0,0.0,4803.585217444325
A02173,51025.26791739192,690.9671697146823,3326.5450090505124,5323.4819389960885,59.0,ON,Part-time,159.0,479.0,44.23014842082636,9.0,8.0,Late<30,64426.78722052016,4126.756998028667,712.4015902601514,34.88203510765035,0,0.0,0.0,4252.10565978266
A02174,64594.14145611789,848.2654388659248,5926.586478854467,21128.305402562302,78.0,BC,Full-time,186.0,681.0,14.27158403075376,2.0,0.0,On Time,120714.03209957044,5082.724153453703,430.6951132000316,29.647613801419887,0,15000.0,5.7924790656219205,5382.845121343157
A02175,39435.76991093712,450.5707438039032,4949.521337049916,27743.080508021943,22.0,ON,Full-time,598.0,637.0,31.754164010005375,1.0,0.0,On Time,63676.178311766984,9914.244874462376,505.4959524105491,41.755378133116004,0,0.0,0.0,3286.3141592447596
A02176,170206.7852818102,3267.061926004528,9457.37959402294,23637.06045765409,57.0,ON,Unemployed,0.0,618.0,47.467982191363305,0.0,6.0,On Time,176886.03549621743,4637.354699456558,2099.1057957088265,40.332518723784624,1,10000.0,12.222125898369908,14183.898773484185
A02177,26800.330176480074,541.6353014676889,7475.746360541103,30000.0,25.0,ON,Full-time,497.0,744.0,25.258427687643888,1.0,5.8,On Time,27780.67497960913,8845.194565142443,175.42404252159878,52.255744745122456,0,0.0,0.0,2233.360848040006
A02178,65668.21447423504,1300.264048674591,7305.426314965791,30000.0,41.0,BC,Full-time,329.0,587.0,22.68180580184304,1.0,7.0,On Time,82376.09611734231,9442.63164347886,467.10965371187876,40.51957958911384,1,0.0,0.0,5472.351206186253
A02179,164687.18575958707,2248.8498536007555,463.5326943427953,30000.0,81.0,ON,Part-time,348.0,736.0,39.554986872756544,5.0,6.0,On Time,90659.44041731449,3283.3908394232203,896.5082438995822,26.197725688862505,1,15000.0,6.564070183317941,13723.932146632256
A02180,60078.05559285098,753.1809622334055,5496.696690036911,19389.60569328288,83.0,ON,Full-time,499.0,762.0,2.3548633684570697,13.0,2.0,On Time,113545.37777561118,2990.242087668488,66.84596269535157,22.188554526924918,0,19389.60569328288,7.126126633203824,5006.504632737581
A02181,54446.861273290255,737.3012464091389,4669.914539018148,30000.0,59.0,ON,Full-time,489.0,542.0,33.34272452391638,19.0,7.0,Late>60,45461.17270077697,9421.169390495364,378.94983947404853,34.51992014059116,0,0.0,0.0,4537.238439440855
A02182,50075.0064126433,678.0990451712114,9278.422666061944,20369.13459241088,62.0,ON,Part-time,279.0,782.0,19.4878466974766,9.0,7.0,On Time,77435.43150674658,5778.122318519524,377.2624545391067,32.61264130169829,0,0.0,0.0,4172.917201053609
A02183,54710.12977560708,872.9152660596735,2573.4198818953223,12397.086349812193,63.0,ON,Full-time,163.0,757.0,37.78056223318868,19.0,4.0,On Time,91179.03351499124,1919.537165498255,861.1987875187808,42.11440236096932,1,0.0,0.0,4559.1774813005895
A02184,60278.62382840229,816.2730310096144,2698.3345329109434,17802.2295339932,87.0,ON,Part-time,397.0,835.0,23.518957038931404,0.0,7.0,On Time,207093.7155233908,2556.433739845876,1217.6570496068275,45.806557167129554,1,17802.2295339932,9.21568604066502,5023.218652366858
A02185,20000.0,270.83333333333337,4113.462488815004,4477.267030991239,69.0,ON,Full-time,67.0,680.0,55.18911907625559,12.0,1.0,On Time,14969.26929602529,203.36573051915383,206.53519641571913,32.67165211283526,0,4400.0,6.252609153947713,1666.6666666666667
A02186,128890.28926162164,1985.7461321605376,2433.69713406376,17257.097941227712,83.0,ON,Unemployed,427.0,596.0,42.26565003421453,15.0,8.0,On Time,168206.93213909806,3220.431827393304,1777.3438317799978,37.445301328125964,0,10000.0,10.89999853849956,10740.85743846847
A02187,29378.589031384407,321.5794788093388,1291.839178087495,23576.368645797407,72.0,ON,Full-time,431.0,805.0,63.29175637298314,1.0,4.0,On Time,18376.64656234792,6210.283607202083,290.77255929413565,39.45720742783738,1,0.0,0.0,2448.2157526153674
A02188,52400.62697361063,809.0709698721587,8574.148466508008,30000.0,74.0,ON,Part-time,374.0,684.0,30.086876873928336,13.0,2.0,Late<30,89457.74870379458,3117.4047675632232,672.8760676674725,44.24253256006059,0,0.0,0.0,4366.718914467553
A02189,48309.22377575617,835.2801172596329,5582.765244039159,16357.118724761622,100.0,ON,Full-time,422.0,633.0,21.25656724498035,18.0,10.0,On Time,59404.75590296168,6026.539648176086,315.6852971307371,34.68461099876005,1,0.0,0.0,4025.7686479796807
A02190,80360.38701119542,699.8108327865602,8613.627189565668,30000.0,90.0,ON,Full-time,77.0,750.0,23.596581153855134,11.0,5.0,On Time,59284.55667379395,587.2622545831174,349.7282131808758,22.39221240821343,1,25000.0,10.2398562840879,6696.698917599618
A02191,26928.42836400149,423.7246571231351,8311.34765403696,12214.055515351356,58.0,ON,Full-time,487.0,677.0,35.55100702232761,15.0,5.0,On Time,42493.55593728505,8466.333301953573,377.67217638252293,43.87664900126915,1,0.0,0.0,2244.0356970001244
A02192,75439.50328458053,1021.5766069786946,2820.423547896711,10357.475990203222,76.0,ON,Part-time,169.0,591.0,7.207466933863365,8.0,2.0,Late>60,75194.68498130857,6473.156115866839,135.4908014012634,20.8765353602416,1,0.0,0.0,6286.6252737150435
A02193,164745.1167635331,3240.1137557287643,4010.4544623163033,26430.777365176084,33.0,ON,Full-time,37.0,669.0,51.42619008995618,10.0,6.0,On Time,110669.16409174836,9086.058069060782,1422.823367419701,36.852555387518635,1,15000.0,10.899750666302406,13728.759730294425
A02194,60278.62382840229,572.9734571432801,832.1770274007046,30000.0,37.0,ON,Part-time,566.0,773.0,41.33279985368977,20.0,7.0,On Time,36088.11805910352,219.2442822456941,372.9057402083133,27.78854145028862,1,0.0,0.0,5023.218652366858
A02195,65831.45771242709,891.4676565224502,9152.518840307584,3172.28028931179,28.0,ON,Full-time,289.0,529.0,29.933281591815145,11.0,1.0,On Time,56145.66862863988,9219.373426332522,420.1560273054549,24.776140806816787,1,0.0,0.0,5485.954809368924
A02196,43002.30126789508,371.2761425486288,4042.627150651531,11832.227387313618,34.0,ON,Part-time,557.0,639.0,3.0403196536768786,3.0,0.0,On Time,82793.73911151825,5233.8774478441255,62.92985805553625,17.069488656521216,0,10000.0,6.379629710928977,3583.5251056579236
A02197,74083.16578580243,1305.157192856026,3936.7618388902138,23328.499658564506,65.2,ON,Full-time,170.0,518.0,39.6422085807882,18.0,10.0,On Time,77197.80629879904,1352.7351637083796,765.0728848190693,39.201741127818345,1,0.0,0.0,6173.597148816869
A02198,60450.12287472038,818.5954139285052,3027.553706179532,17219.212463175892,49.0,ON,Full-time,581.0,575.0,35.077889242188455,9.0,9.0,Late<30,82132.33412150505,2519.3112740553847,720.2572298791424,35.67517970766935,0,0.0,0.0,5037.510239560032
A02199,43445.23878326237,754.0177392486077,4606.637447107039,30000.0,34.0,ON,Full-time,291.0,618.0,20.33313651445569,14.0,8.0,On Time,83525.27443768144,1449.697183534957,424.5827018871882,44.98353753129498,0,0.0,0.0,3620.4365652718643
A02200,76415.14148048613,1049.301586926216,2517.5938654544807,26046.869206024523,98.0,ON,Full-time,580.0,652.0,36.976330597127536,14.2,9.0,Late>60,83336.96100342645,2263.655114229125,770.3737552556555,34.71110574340866,1,0.0,0.0,6367.928456707177
A02201,147587.13924906874,1565.0400124588068,5334.966173907299,8857.59617459111,46.0,ON,Full-time,421.0,715.0,24.23293261176693,11.0,1.0,On Time,153075.95080774277,2626.795209810906,927.3698001015451,21.34554895666453,1,8857.59617459111,4.617032253434015,12298.928270755729
A02202,97129.45830055691,1258.5965937189303,7999.470485848818,30000.0,80.0,ON,Part-time,104.0,750.0,17.821180571437555,0.0,7.0,On Time,40469.644713189125,5831.945878723621,180.30421152391668,23.3366993490009,1,0.0,0.0,8094.121525046409
A02203,85808.98249447226,1388.335552244664,8342.55503585172,15352.378098684618,38.0,BC,Full-time,565.0,818.0,23.19336073405669,15.0,1.0,On Time,163676.80246672314,2613.5003089637,949.0537808519125,35.90777930143506,1,0.0,0.0,7150.748541206022
A02204,31362.353549690168,424.69853765205437,3041.824776285161,30000.0,53.0,ON,Part-time,405.0,840.0,42.38497317404629,7.0,9.0,On Time,53351.03803718962,4228.650103975036,565.3205790034513,55.09863720044945,0,0.0,0.0,2613.5294624741805
A02205,37115.19789916803,671.6936068889779,4690.144305527879,30000.0,77.0,ON,Full-time,458.0,798.0,29.470686701920968,18.0,2.0,On Time,30861.898842741582,6420.831315673634,227.3803379552036,43.617946971779624,0,0.0,0.0,3092.9331582640025
A02206,75826.50183389474,1483.9146780642018,8738.197762800522,30000.0,27.0,ON,Full-time,247.0,642.0,20.40167060817027,8.0,4.0,On Time,75751.55807557053,7784.844849896472,386.3645839783677,36.719814934235494,1,0.0,0.0,6318.875152824562
A02207,125750.87098599544,1702.8763779353549,526.7333182969713,25426.86585968097,28.0,ON,Unemployed,308.0,703.0,40.91728666092014,10.0,1.0,On Time,235451.86494672447,8829.357303885541,2408.512863218345,42.87326706038576,1,0.0,0.0,10479.239248832953
A02208,71525.3115975187,1381.8160252919347,8891.449619957853,30000.0,63.0,ON,Full-time,372.0,623.0,1.6624907409096223,16.0,8.0,On Time,93406.29155647472,1588.788685902779,38.82177371383597,31.384209431179865,1,10000.0,9.662954353465585,5960.442633126558
A02209,51198.78010852695,766.3218718886521,2191.843456523317,17408.938380497155,100.0,ON,Part-time,105.0,705.0,33.77963852500261,8.0,10.0,On Time,68324.84526441645,6441.952967842623,576.997143827181,37.605265313485276,1,12799.695027131736,9.770971587431417,4266.565009043913
A02210,59852.93222660144,1011.1488371817038,6785.392442143759,30000.0,33.0,BC,Full-time,314.0,663.0,15.246103404419976,19.0,2.0,On Time,88116.48774022314,1130.378995034186,335.85827093043673,36.028452567210394,0,0.0,0.0,4987.744352216787
A02211,32041.78569768404,433.89918132280474,5825.516963846003,23705.790807449663,48.0,BC,Full-time,538.0,565.0,13.507676188748428,10.0,6.0,On Time,52652.527428737536,2346.328051185336,177.80332275664543,36.226047149217784,1,0.0,0.0,2670.1488081403368
A02212,81004.31170612566,1179.4906821591046,5529.407481892521,22444.96587149669,66.0,ON,Full-time,71.0,677.0,21.697892380118493,8.0,1.0,Late>60,154631.4245361404,5700.382331148857,838.7940020423971,34.88642699639209,1,11138.09285959228,10.935689963219051,6750.359308843806
A02213,93075.52423904104,1377.7061696111448,8593.602247528213,30000.0,58.0,ON,Full-time,377.0,850.0,42.80196489342151,1.0,1.0,Late<30,158539.04102590922,9473.302103645883,1696.4456170569201,45.436028199428705,1,0.0,0.0,7756.293686586753
A02214,47760.52944722537,474.1745888234878,1015.7214364466128,3458.2733314357447,92.0,ON,Full-time,495.0,604.0,41.84982609184439,8.0,6.0,Late<30,90832.11149329534,6086.602442759874,950.3270173873576,37.094455776008594,1,0.0,0.0,3980.0441206021146
A02215,47333.75357023367,640.9779129302476,3470.2802532563605,30000.0,62.0,ON,Full-time,184.0,732.0,17.808818936013925,10.0,0.0,On Time,81930.68688967731,8758.953686551906,364.77219203037833,36.906013028540116,0,0.0,0.0,3944.479464186139
A02216,60278.62382840229,673.6540739419883,5382.527463447656,30000.0,64.0,ON,Full-time,0.0,608.0,29.8623235851396,0.0,2.0,On Time,38956.77153041196,6717.716047928843,290.834929318379,28.15901717903288,0,0.0,0.0,5023.218652366858
A02217,48128.99744726282,921.035942839088,8112.888539460398,25811.946424527665,24.0,ON,Full-time,173.0,672.0,9.764962030924062,19.0,1.0,Late 30-60,32549.73390131264,7492.970278547319,79.46172891574993,34.59893889483059,1,13235.474297997276,8.796424739045763,4010.7497872719014
A02218,57926.69974060167,881.6390396397483,2164.4308341167152,25019.939856075784,42.0,ON,Part-time,392.0,626.0,34.31508703615961,4.0,3.0,Late<30,105851.74008004746,2214.7012360392905,908.0779184439433,44.850117109102364,0,0.0,0.0,4827.224978383472
A02219,171075.60881638818,2582.156475731268,8029.298413742763,18728.56103373902,91.0,ON,Full-time,63.0,617.0,40.68341988573376,17.0,3.0,On Time,92645.0847318982,4861.9194806656815,942.2797206242991,26.692510789980844,1,10000.0,9.843049741280984,14256.300734699014
A02220,52917.38218633828,1040.313255741899,3996.384824939357,30000.0,25.0,ON,Part-time,414.0,699.0,25.24674785833145,7.0,9.0,On Time,89497.15621462702,8044.067250937705,564.8780342470974,46.6052825384001,1,0.0,0.0,4409.781848861523
A02221,50052.60963729512,473.0753537846656,1889.138564336954,6447.29730493822,24.0,ON,Full-time,402.0,498.0,45.9757478894059,17.0,0.0,On Time,88831.64966715044,6605.195148743031,1021.0253824242342,38.13931478843727,0,0.0,0.0,4171.050803107927
A02222,43313.90946583034,789.5445544168922,7589.864404434827,29920.546545801742,51.0,BC,Part-time,112.0,627.0,39.62463644252432,8.0,4.0,On Time,48650.046375365455,311.42377018342546,481.9351001339511,47.660103849872364,1,0.0,0.0,3609.4924554858612
A02223,86863.74197996903,1176.2798393120806,908.9890147454782,30000.0,56.0,BC,Full-time,64.0,900.0,55.91356870657069,1.0,6.0,Late<30,89667.88852438728,6680.997205146411,1253.4129114453626,39.78220627089503,1,0.0,0.0,7238.645164997419
A02224,54687.3616567129,740.5580224346538,5147.67374075443,30000.0,62.0,BC,Full-time,400.0,525.0,39.18380838817856,16.0,8.0,On Time,43290.86158610592,1920.8671432724143,424.07520633728365,35.42975590391255,1,0.0,0.0,4557.280138059408
A02225,43274.2686930776,707.1173495515002,638.7578386188841,30000.0,35.0,ON,Full-time,289.0,641.0,21.59496520278797,10.0,3.0,On Time,24812.52694125771,9309.600314970132,133.95641397242485,35.80161058796917,1,0.0,0.0,3606.189057756467
A02226,115919.58722606883,1569.7444103530154,7408.295392276402,30000.0,49.0,ON,Full-time,482.0,677.0,51.05560462059402,13.0,5.0,Late>60,187566.5205444104,9291.292166837758,2394.0805282439856,45.69193225288907,0,0.0,0.0,9659.965602172402
